liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Index,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Dribbles,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Foul Won Penalty,Handballs conceded,Hit Woodwork,Left Foot Goals,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Total Big Chances Created,Total Big Chances Missed,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Overruns,Successful Corners into Box,Throw Ins to Opposition Player,Unsuccessful lay-offs,Straight Red Cards,Total Red Cards,GK Successful Distribution,Goal Kicks,Last Player Tackle,Penalties Conceded,Headed Goals,Clearances Off the Line,Total Big Chances Saved,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Own Goal Scored,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Direct Setpiece Goals,Penalties Taken,Penalty Goals,Set Pieces Goals,Direct Corner Goals,Second Goal Assists,Penalties Saved,Saves from Penalty,Penalties Off Target,Red Cards - 2nd Yellow,Other Goals
England_Premier_League,2025-2026,Arsenal FC,6j3wbk9xlq4om4m8ih6b3tyvp,Kepa Arrizabalaga,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Arsenal FC,asy2ytqb8svtkaqlxwkmaigic,B. Bailey-Joseph,Forward,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Arsenal FC,dhs8pujk55ewcis7y5alchu22,R. Calafiori,Defender,33,51.0,21.0,30.0,17.0,149.0,7.0,1.0,150.0,3.0,9.0,137.0,59.0,78.0,271.0,163.0,13.0,17.0,2.0,1.0,7.0,5.0,2.0,,1.0,,86.0,38.0,48.0,,14.0,2.0,56.0,2.0,556.0,,79.0,29.0,8.0,57.0,,197.0,11.0,5.0,16.0,10.0,12.0,3.0,9.0,16.0,475.0,250.0,237.0,468.0,11.0,17.0,,84.0,1278.0,10.0,1.0,43.0,22.0,9.0,153.0,565.0,16.0,484.0,28.0,39.0,81.0,888.0,5.0,8.0,13.0,67.0,31.0,68.0,5.0,0.0,1.0,1.0,,,,,,1.0,,1.0,3.0,3.0,,1.0,,17.0,17.0,1.0,,35.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Arsenal FC,61psw0tgtithfb7knevi50xec,M. Dowman,Midfielder,56,,,,2.0,2.0,1.0,,8.0,,,13.0,8.0,5.0,17.0,,,2.0,,,,,,,,,13.0,8.0,5.0,,,,2.0,,4.0,,7.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,4.0,3.0,1.0,4.0,,2.0,,,27.0,7.0,,,,2.0,8.0,4.0,2.0,4.0,2.0,9.0,,23.0,5.0,,,,,,,,,0.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Arsenal FC,4wic6z72nwmhkheme209fcmp5,E. Eze,Midfielder,10,19.0,14.0,5.0,19.0,91.0,13.0,1.0,139.0,,5.0,108.0,51.0,57.0,238.0,89.0,3.0,19.0,2.0,4.0,7.0,4.0,3.0,3.0,4.0,,89.0,37.0,52.0,,6.0,7.0,77.0,1.0,359.0,,65.0,7.0,3.0,43.0,3.0,117.0,6.0,12.0,12.0,10.0,20.0,,19.0,7.0,306.0,214.0,107.0,313.0,4.0,8.0,8.0,1.0,1064.0,24.0,,7.0,10.0,20.0,106.0,374.0,18.0,320.0,12.0,39.0,54.0,549.0,13.0,5.0,12.0,53.0,10.0,42.0,1.0,4.0,0.0,2.0,2.0,,3.0,,1.0,,1.0,7.0,1.0,1.0,3.0,1.0,3.0,9.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Arsenal FC,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,Forward,9,16.0,12.0,4.0,9.0,13.0,3.0,,23.0,,2.0,44.0,30.0,14.0,74.0,23.0,2.0,9.0,,2.0,5.0,3.0,2.0,2.0,1.0,1.0,28.0,18.0,10.0,,1.0,1.0,18.0,2.0,64.0,,18.0,7.0,6.0,13.0,2.0,10.0,2.0,8.0,1.0,1.0,5.0,,5.0,,47.0,39.0,8.0,47.0,4.0,,1.0,,221.0,12.0,,3.0,5.0,1.0,42.0,64.0,10.0,47.0,4.0,27.0,17.0,135.0,6.0,1.0,1.0,14.0,3.0,16.0,1.0,1.0,1.0,0.0,,,,,,,,8.0,,,,3.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Arsenal FC,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,Defender,6,92.0,36.0,56.0,18.0,52.0,5.0,19.0,198.0,10.0,2.0,142.0,49.0,93.0,121.0,309.0,4.0,18.0,2.0,3.0,10.0,6.0,4.0,,3.0,,50.0,13.0,37.0,,13.0,2.0,184.0,,1001.0,,127.0,8.0,4.0,26.0,,500.0,6.0,4.0,17.0,1.0,1.0,9.0,1.0,35.0,889.0,376.0,555.0,896.0,10.0,8.0,2.0,1.0,1536.0,2.0,3.0,99.0,9.0,18.0,132.0,1045.0,10.0,931.0,18.0,26.0,114.0,1272.0,1.0,32.0,53.0,81.0,37.0,61.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,2.0,1.0,,,3.0,3.0,,4.0,4.0,,,,,,,26.0,26.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Arsenal FC,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,Forward,11,15.0,9.0,6.0,18.0,40.0,6.0,1.0,65.0,,6.0,70.0,37.0,33.0,161.0,27.0,1.0,18.0,1.0,1.0,3.0,3.0,,1.0,1.0,,55.0,28.0,27.0,,,4.0,14.0,2.0,128.0,,39.0,17.0,4.0,24.0,1.0,50.0,7.0,6.0,7.0,7.0,11.0,,1.0,1.0,91.0,74.0,24.0,92.0,2.0,5.0,,2.0,580.0,20.0,1.0,6.0,5.0,10.0,99.0,131.0,13.0,93.0,7.0,40.0,38.0,269.0,9.0,4.0,5.0,44.0,7.0,33.0,2.0,1.0,0.0,0.0,1.0,,2.0,,1.0,,,11.0,5.0,4.0,1.0,4.0,1.0,13.0,12.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Arsenal FC,73xu8dfkmgivh8l71hkqfe6sp,V. Gyökeres,Forward,14,65.0,45.0,20.0,22.0,53.0,9.0,1.0,74.0,4.0,13.0,151.0,103.0,48.0,232.0,30.0,5.0,22.0,,6.0,7.0,5.0,2.0,3.0,6.0,,86.0,58.0,28.0,,1.0,12.0,47.0,2.0,181.0,,36.0,15.0,5.0,33.0,5.0,51.0,14.0,12.0,18.0,12.0,5.0,,16.0,1.0,112.0,93.0,21.0,111.0,1.0,4.0,,,1461.0,37.0,5.0,14.0,20.0,19.0,163.0,181.0,26.0,112.0,5.0,98.0,69.0,392.0,19.0,,2.0,63.0,10.0,67.0,3.0,3.0,3.0,2.0,,,,,,1.0,,4.0,2.0,2.0,2.0,8.0,,4.0,4.0,3.0,,,14.0,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,
England_Premier_League,2025-2026,Arsenal FC,nn4nw9jga8f9a3dpq7wz4o44,A. Harriman-Annous,Forward,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
