liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Index,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Dribbles,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Foul Won Penalty,Handballs conceded,Hit Woodwork,Left Foot Goals,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Total Big Chances Created,Total Big Chances Missed,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Overruns,Successful Corners into Box,Throw Ins to Opposition Player,Unsuccessful lay-offs,Straight Red Cards,Total Red Cards,GK Successful Distribution,Goal Kicks,Last Player Tackle,Penalties Conceded,Headed Goals,Clearances Off the Line,Total Big Chances Saved,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Own Goal Scored,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Direct Setpiece Goals,Penalties Taken,Penalty Goals,Set Pieces Goals,Direct Corner Goals,Second Goal Assists,Penalties Saved,Saves from Penalty,Penalties Off Target,Red Cards - 2nd Yellow,Other Goals
England_Premier_League,2025-2026,Nottingham Forest FC,8fpslckj732nwuqwnyk9bljpw,Z. Abbott,Defender,44,4.0,1.0,3.0,1.0,2.0,,,5.0,,,6.0,1.0,5.0,5.0,11.0,,1.0,,,1.0,1.0,,,,,2.0,,2.0,10.0,,,5.0,,18.0,,1.0,,,1.0,,1.0,,,,,,,,,13.0,5.0,8.0,13.0,,1.0,,4.0,45.0,,,6.0,,1.0,10.0,19.0,,13.0,1.0,,6.0,36.0,,1.0,3.0,4.0,2.0,3.0,,,,0.0,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Nottingham Forest FC,7zokstl625tj96c64ow4uvjyt,O. Aina,Defender,34,17.0,8.0,9.0,8.0,37.0,3.0,2.0,62.0,2.0,10.0,73.0,40.0,33.0,134.0,119.0,5.0,8.0,,,9.0,7.0,2.0,,,,56.0,32.0,24.0,10.0,16.0,4.0,93.0,,255.0,3.0,35.0,18.0,7.0,45.0,,13.0,2.0,1.0,8.0,1.0,9.0,4.0,1.0,17.0,219.0,130.0,99.0,209.0,4.0,7.0,,41.0,699.0,21.0,,29.0,8.0,5.0,105.0,262.0,3.0,226.0,11.0,7.0,36.0,489.0,12.0,5.0,11.0,41.0,15.0,25.0,2.0,,,0.0,,,1.0,,,,,,3.0,3.0,,,,20.0,20.0,1.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Nottingham Forest FC,exzca2akgjl00jfd2hzh33h7t,E. Anderson,Midfielder,8,68.0,28.0,40.0,24.0,279.0,10.0,10.0,425.0,5.0,12.0,345.0,151.0,194.0,520.0,529.0,25.0,24.0,2.0,1.0,35.0,26.0,9.0,,1.0,,277.0,123.0,154.0,10.0,29.0,31.0,363.0,1.0,1483.0,5.0,199.0,54.0,35.0,204.0,1.0,399.0,5.0,5.0,24.0,,33.0,8.0,23.0,81.0,1273.0,775.0,610.0,1272.0,22.0,43.0,6.0,7.0,2160.0,66.0,1.0,26.0,34.0,58.0,427.0,1570.0,10.0,1353.0,65.0,39.0,217.0,2166.0,26.0,22.0,62.0,255.0,53.0,155.0,4.0,1.0,0.0,0.0,2.0,1.0,71.0,,,,,,32.0,12.0,1.0,1.0,42.0,91.0,35.0,1.0,19.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
England_Premier_League,2025-2026,Nottingham Forest FC,55eiicx10oqok1601fqyovt1x,T. Awoniyi,Forward,9,27.0,21.0,6.0,8.0,13.0,,,10.0,,1.0,43.0,31.0,12.0,33.0,6.0,1.0,8.0,,1.0,2.0,1.0,1.0,1.0,1.0,,16.0,10.0,6.0,10.0,1.0,3.0,10.0,3.0,36.0,,5.0,1.0,,7.0,1.0,7.0,2.0,4.0,1.0,1.0,2.0,,7.0,,31.0,21.0,10.0,31.0,,1.0,,,204.0,3.0,1.0,3.0,4.0,3.0,23.0,36.0,6.0,31.0,1.0,11.0,5.0,77.0,1.0,,,5.0,,5.0,,0.0,1.0,0.0,,,,,,,,7.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Nottingham Forest FC,jvtea24o3s6ze8etqk0rqgru,D. Bakwa,Forward,29,2.0,2.0,,8.0,35.0,,1.0,58.0,,4.0,36.0,23.0,13.0,120.0,34.0,2.0,8.0,1.0,,7.0,6.0,1.0,,,,34.0,21.0,13.0,10.0,,6.0,41.0,,115.0,1.0,34.0,6.0,1.0,19.0,,8.0,3.0,3.0,3.0,4.0,4.0,,6.0,1.0,89.0,69.0,27.0,91.0,,1.0,1.0,5.0,303.0,12.0,,2.0,5.0,8.0,65.0,118.0,6.0,92.0,1.0,13.0,26.0,203.0,10.0,1.0,2.0,41.0,6.0,24.0,1.0,,,0.0,,,7.0,,,,,5.0,4.0,3.0,1.0,1.0,5.0,21.0,15.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Nottingham Forest FC,89fxshaenji9oroepcihi68es,Z. Blake,Forward,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Nottingham Forest FC,cfpqqzqrpzv6dq89yw7nfd1p1,W. Boly,Defender,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Nottingham Forest FC,m7tnwspytfi779q0nkzyz2ms,A. Bott,Goalkeeper,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Nottingham Forest FC,7dpkt5mg50xy4ijm7wb4pdrmc,Cuiabano,Defender,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Nottingham Forest FC,38de1wbyp2ruksgffna791n8p,N. Domínguez,Midfielder,16,26.0,15.0,11.0,15.0,60.0,6.0,2.0,67.0,,2.0,96.0,45.0,51.0,123.0,113.0,6.0,15.0,,1.0,12.0,10.0,2.0,,1.0,,70.0,30.0,40.0,10.0,3.0,8.0,68.0,,290.0,1.0,28.0,14.0,6.0,30.0,,64.0,4.0,3.0,11.0,10.0,4.0,1.0,13.0,12.0,240.0,149.0,110.0,242.0,17.0,14.0,1.0,1.0,762.0,10.0,,11.0,11.0,5.0,76.0,305.0,7.0,254.0,31.0,12.0,51.0,425.0,6.0,1.0,4.0,37.0,20.0,47.0,2.0,0.0,1.0,0.0,,,4.0,,,,,4.0,5.0,3.0,1.0,1.0,1.0,6.0,5.0,2.0,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Nottingham Forest FC,7j84ozqdpgupzxevbxemi5tyh,Douglas Luiz,Midfielder,12,7.0,3.0,4.0,9.0,57.0,3.0,1.0,75.0,,,40.0,16.0,24.0,104.0,70.0,2.0,9.0,,,8.0,5.0,3.0,,,,33.0,13.0,20.0,10.0,8.0,10.0,83.0,,277.0,1.0,39.0,6.0,2.0,25.0,,90.0,3.0,2.0,6.0,5.0,3.0,,10.0,11.0,251.0,151.0,125.0,262.0,6.0,6.0,,2.0,408.0,6.0,,2.0,5.0,5.0,59.0,300.0,5.0,273.0,12.0,12.0,27.0,390.0,5.0,2.0,8.0,36.0,7.0,19.0,2.0,,,0.0,,,15.0,,,,,3.0,3.0,1.0,2.0,,10.0,16.0,5.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Nottingham Forest FC,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,Midfielder,10,89.0,57.0,32.0,24.0,206.0,14.0,2.0,201.0,5.0,14.0,206.0,123.0,83.0,515.0,241.0,10.0,24.0,2.0,6.0,32.0,23.0,9.0,3.0,6.0,,117.0,66.0,51.0,10.0,10.0,26.0,212.0,2.0,826.0,5.0,113.0,47.0,17.0,67.0,3.0,190.0,19.0,15.0,23.0,8.0,14.0,2.0,38.0,23.0,663.0,494.0,197.0,663.0,5.0,8.0,6.0,4.0,2058.0,38.0,4.0,23.0,17.0,26.0,298.0,849.0,34.0,686.0,13.0,80.0,163.0,1186.0,16.0,4.0,20.0,153.0,28.0,143.0,,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,,1.0,1.0,5.0,5.0,3.0,5.0,,18.0,18.0,5.0,,1.0,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
England_Premier_League,2025-2026,Nottingham Forest FC,3rtuz9v8j72g7582pqbuaijf9,A. Gunn,Goalkeeper,18,,,,1.0,,,,,,,,,,,19.0,,1.0,,,,,,,,,,,,10.0,,,,,6.0,,,,,4.0,,,,,,,,2.0,,6.0,2.0,6.0,,,,,,,45.0,,,1.0,,,13.0,19.0,,6.0,,,13.0,21.0,,7.0,13.0,12.0,1.0,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,4.0,8.0,,,,,,1.0,,,4.0,,,,1.0,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Nottingham Forest FC,3xp0y3gjp583sivrcxg9lyhhw,B. Hammond,Defender,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Nottingham Forest FC,7y6f63pj7horkzhdzbge02rqh,C. Hudson-Odoi,Forward,7,10.0,7.0,3.0,22.0,169.0,6.0,2.0,249.0,2.0,15.0,107.0,62.0,45.0,445.0,71.0,3.0,22.0,1.0,3.0,20.0,15.0,5.0,3.0,2.0,1.0,97.0,55.0,42.0,10.0,5.0,26.0,58.0,1.0,466.0,5.0,141.0,22.0,6.0,49.0,3.0,174.0,9.0,6.0,14.0,11.0,22.0,,13.0,16.0,416.0,352.0,76.0,406.0,6.0,6.0,1.0,6.0,1340.0,42.0,2.0,10.0,8.0,8.0,185.0,472.0,15.0,422.0,12.0,41.0,50.0,732.0,24.0,2.0,7.0,99.0,10.0,43.0,,2.0,1.0,1.0,1.0,1.0,7.0,,2.0,1.0,,8.0,6.0,5.0,3.0,,3.0,59.0,56.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
