liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Index,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Dribbles,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Foul Won Penalty,Handballs conceded,Hit Woodwork,Left Foot Goals,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Total Big Chances Created,Total Big Chances Missed,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Overruns,Successful Corners into Box,Throw Ins to Opposition Player,Unsuccessful lay-offs,Straight Red Cards,Total Red Cards,GK Successful Distribution,Goal Kicks,Last Player Tackle,Penalties Conceded,Headed Goals,Clearances Off the Line,Total Big Chances Saved,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Own Goal Scored,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Direct Setpiece Goals,Penalties Taken,Penalty Goals,Set Pieces Goals,Direct Corner Goals,Second Goal Assists,Penalties Saved,Saves from Penalty,Penalties Off Target,Red Cards - 2nd Yellow,Other Goals
England_Premier_League,2025-2026,Leeds United FC,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,Midfielder,11,39.0,23.0,16.0,23.0,147.0,8.0,3.0,178.0,1.0,10.0,233.0,135.0,98.0,353.0,105.0,3.0,23.0,3.0,4.0,23.0,19.0,4.0,4.0,3.0,1.0,194.0,112.0,82.0,10.0,10.0,19.0,106.0,5.0,408.0,2.0,95.0,38.0,18.0,82.0,3.0,77.0,8.0,14.0,17.0,15.0,18.0,,13.0,5.0,326.0,229.0,131.0,348.0,18.0,18.0,5.0,5.0,1495.0,77.0,2.0,8.0,13.0,28.0,240.0,435.0,22.0,353.0,36.0,64.0,82.0,820.0,32.0,4.0,7.0,82.0,20.0,75.0,1.0,2.0,2.0,0.0,3.0,,,,2.0,2.0,1.0,6.0,7.0,7.0,7.0,3.0,,20.0,20.0,5.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Leeds United FC,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,Defender,4,46.0,18.0,28.0,21.0,168.0,3.0,10.0,222.0,2.0,7.0,169.0,64.0,105.0,235.0,294.0,13.0,21.0,1.0,1.0,35.0,30.0,5.0,,1.0,,123.0,46.0,77.0,10.0,30.0,8.0,288.0,,1015.0,2.0,100.0,31.0,16.0,112.0,1.0,302.0,8.0,4.0,21.0,4.0,8.0,6.0,34.0,42.0,867.0,411.0,498.0,861.0,19.0,30.0,5.0,21.0,1863.0,12.0,1.0,48.0,27.0,22.0,262.0,1052.0,12.0,903.0,49.0,14.0,149.0,1434.0,3.0,23.0,45.0,124.0,38.0,104.0,7.0,1.0,0.0,0.0,1.0,,,,2.0,,,,6.0,6.0,1.0,2.0,,13.0,13.0,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
England_Premier_League,2025-2026,Leeds United FC,ah0f7tonnst92d8q91j1wll62,J. Bijol,Defender,15,56.0,23.0,33.0,12.0,67.0,1.0,4.0,157.0,1.0,1.0,90.0,35.0,55.0,36.0,189.0,4.0,12.0,1.0,1.0,18.0,18.0,,,1.0,,34.0,12.0,22.0,10.0,17.0,2.0,173.0,,560.0,2.0,99.0,5.0,4.0,38.0,,163.0,1.0,4.0,11.0,3.0,2.0,4.0,,32.0,482.0,126.0,384.0,478.0,5.0,9.0,,,985.0,,,66.0,9.0,6.0,90.0,592.0,5.0,510.0,14.0,24.0,82.0,731.0,,16.0,39.0,67.0,16.0,43.0,1.0,1.0,0.0,0.0,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,17.0,17.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Leeds United FC,dwumn5qew7ae53givnx2p892h,J. Bogle,Defender,2,36.0,20.0,16.0,22.0,133.0,3.0,3.0,187.0,2.0,12.0,197.0,108.0,89.0,289.0,209.0,12.0,22.0,1.0,,35.0,30.0,5.0,,,,161.0,88.0,73.0,10.0,24.0,9.0,218.0,8.0,569.0,1.0,96.0,47.0,15.0,98.0,,21.0,5.0,2.0,21.0,8.0,12.0,7.0,3.0,22.0,428.0,221.0,228.0,418.0,16.0,26.0,1.0,84.0,1846.0,48.0,,46.0,23.0,19.0,279.0,581.0,7.0,440.0,42.0,45.0,141.0,1029.0,27.0,27.0,41.0,143.0,36.0,100.0,4.0,,,0.0,1.0,,,,,,,1.0,9.0,9.0,2.0,3.0,,38.0,38.0,1.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Leeds United FC,fr9ac60188vlmtbrcddhxii1,S. Bornauw,Defender,23,16.0,8.0,8.0,7.0,13.0,,2.0,15.0,,1.0,26.0,13.0,13.0,6.0,39.0,1.0,7.0,,,3.0,3.0,,,,,10.0,5.0,5.0,10.0,4.0,,31.0,,94.0,,3.0,6.0,1.0,6.0,,12.0,,,3.0,3.0,,2.0,,5.0,76.0,20.0,58.0,72.0,3.0,2.0,,6.0,252.0,1.0,,21.0,3.0,,23.0,95.0,,77.0,5.0,3.0,18.0,146.0,,6.0,9.0,10.0,8.0,9.0,,,,0.0,,,,,,,,4.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Leeds United FC,9drh3w3emxjf6aah8pstsdgr8,F. Buonanotte,Midfielder,40,1.0,,1.0,3.0,6.0,1.0,,12.0,,1.0,7.0,5.0,2.0,24.0,5.0,,3.0,,,2.0,2.0,,,,,6.0,5.0,1.0,10.0,1.0,2.0,11.0,,30.0,,5.0,2.0,2.0,3.0,,8.0,,,1.0,1.0,,,2.0,1.0,24.0,20.0,4.0,23.0,1.0,,,,69.0,2.0,,,1.0,,12.0,30.0,,24.0,1.0,8.0,6.0,46.0,2.0,,1.0,5.0,1.0,5.0,1.0,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Leeds United FC,9kvp5ddeay1cmfwoao8eo1vbp,S. Byram,Defender,25,,,,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,10.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,7.0,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Leeds United FC,21mr8cfcc23n2ygrhqqssa579,A. Cairns,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Leeds United FC,374kcix9j7e1cob4uxmfncwyd,D. Calvert-Lewin,Forward,9,186.0,115.0,71.0,22.0,71.0,5.0,1.0,62.0,1.0,4.0,289.0,179.0,110.0,256.0,66.0,4.0,22.0,1.0,9.0,24.0,19.0,5.0,5.0,9.0,,103.0,64.0,39.0,10.0,2.0,12.0,51.0,17.0,249.0,1.0,27.0,13.0,6.0,26.0,5.0,61.0,19.0,20.0,17.0,10.0,6.0,1.0,36.0,4.0,154.0,110.0,45.0,150.0,6.0,3.0,1.0,,1579.0,38.0,8.0,11.0,27.0,24.0,205.0,249.0,39.0,154.0,9.0,79.0,95.0,507.0,18.0,,2.0,94.0,8.0,93.0,1.0,4.0,5.0,1.0,1.0,,,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,10.0,,7.0,7.0,4.0,,,11.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,
England_Premier_League,2025-2026,Leeds United FC,6rb8a1xskgyxli8ljn7555yc4,S. Chambers,Midfielder,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
