liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Index,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Dribbles,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Foul Won Penalty,Handballs conceded,Hit Woodwork,Left Foot Goals,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Total Big Chances Created,Total Big Chances Missed,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Overruns,Successful Corners into Box,Throw Ins to Opposition Player,Unsuccessful lay-offs,Straight Red Cards,Total Red Cards,GK Successful Distribution,Goal Kicks,Last Player Tackle,Penalties Conceded,Headed Goals,Clearances Off the Line,Total Big Chances Saved,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Own Goal Scored,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Direct Setpiece Goals,Penalties Taken,Penalty Goals,Set Pieces Goals,Direct Corner Goals,Second Goal Assists,Penalties Saved,Saves from Penalty,Penalties Off Target,Red Cards - 2nd Yellow,Other Goals
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,6tw17svpbzdkijz41qssno1sk,J. Abbey,Midfielder,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,Defender,12,41.0,15.0,26.0,14.0,49.0,3.0,15.0,159.0,,2.0,105.0,38.0,67.0,58.0,244.0,6.0,14.0,,,27.0,22.0,5.0,,,,64.0,23.0,41.0,10.0,13.0,4.0,230.0,,637.0,1.0,72.0,10.0,4.0,66.0,,136.0,4.0,3.0,12.0,,4.0,6.0,1.0,50.0,525.0,201.0,350.0,497.0,12.0,20.0,2.0,7.0,1101.0,6.0,,65.0,10.0,5.0,147.0,659.0,7.0,547.0,32.0,12.0,112.0,872.0,1.0,19.0,67.0,96.0,26.0,45.0,1.0,,,0.0,,1.0,,,,,,2.0,4.0,4.0,,,,10.0,10.0,2.0,,4.0,,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,bgsz3d0fmlaw8003dn66i4m0a,André,Midfielder,7,14.0,10.0,4.0,23.0,144.0,4.0,7.0,184.0,1.0,1.0,180.0,86.0,94.0,131.0,220.0,20.0,23.0,,,33.0,28.0,5.0,,,,166.0,76.0,90.0,10.0,17.0,11.0,244.0,,815.0,1.0,82.0,28.0,16.0,124.0,,233.0,2.0,,18.0,5.0,10.0,2.0,24.0,40.0,741.0,357.0,411.0,720.0,25.0,26.0,,2.0,1687.0,27.0,,39.0,27.0,29.0,155.0,841.0,2.0,760.0,51.0,3.0,81.0,1128.0,10.0,5.0,23.0,85.0,25.0,58.0,8.0,,,0.0,,1.0,19.0,,1.0,,,5.0,8.0,1.0,1.0,,14.0,29.0,9.0,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,4x28fz3umkky3c6488mza2961,J. Arias,Midfielder,10,28.0,18.0,10.0,23.0,136.0,6.0,2.0,118.0,1.0,8.0,165.0,95.0,70.0,242.0,72.0,18.0,23.0,,1.0,21.0,17.0,4.0,1.0,1.0,,137.0,77.0,60.0,10.0,8.0,11.0,115.0,3.0,381.0,,63.0,43.0,30.0,58.0,1.0,76.0,7.0,3.0,14.0,12.0,8.0,,17.0,8.0,339.0,214.0,152.0,349.0,16.0,27.0,,4.0,1121.0,38.0,1.0,15.0,25.0,9.0,126.0,399.0,10.0,357.0,43.0,39.0,42.0,666.0,12.0,1.0,2.0,52.0,12.0,40.0,1.0,1.0,0.0,1.0,,3.0,16.0,,,1.0,,9.0,9.0,3.0,,4.0,9.0,22.0,12.0,1.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,boehs62sf23wlas5wb4l5s2y,T. Arokodare,Forward,14,109.0,52.0,57.0,20.0,59.0,5.0,,45.0,,4.0,173.0,88.0,85.0,171.0,32.0,2.0,20.0,,1.0,19.0,15.0,4.0,1.0,1.0,,64.0,36.0,28.0,10.0,3.0,8.0,44.0,4.0,172.0,1.0,27.0,9.0,3.0,20.0,,37.0,15.0,7.0,9.0,5.0,15.0,,24.0,1.0,106.0,73.0,33.0,105.0,2.0,3.0,,,844.0,24.0,,21.0,12.0,8.0,137.0,172.0,22.0,106.0,5.0,62.0,66.0,354.0,12.0,1.0,3.0,49.0,17.0,63.0,1.0,0.0,1.0,0.0,,1.0,,,,,,11.0,,,,5.0,,,,1.0,,,15.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,Midfielder,27,15.0,11.0,4.0,15.0,67.0,6.0,2.0,95.0,,3.0,97.0,41.0,56.0,163.0,69.0,6.0,15.0,,1.0,21.0,15.0,6.0,1.0,1.0,,82.0,30.0,52.0,10.0,7.0,5.0,44.0,,235.0,,56.0,17.0,9.0,22.0,1.0,70.0,6.0,4.0,9.0,8.0,12.0,,6.0,15.0,186.0,137.0,66.0,184.0,7.0,12.0,3.0,,710.0,21.0,1.0,11.0,9.0,21.0,108.0,250.0,10.0,199.0,19.0,16.0,51.0,428.0,7.0,1.0,9.0,54.0,12.0,42.0,1.0,1.0,0.0,0.0,,1.0,5.0,,,,,6.0,4.0,3.0,1.0,,4.0,15.0,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,5pbnl8ssfcrxf9lfg1pl3vxzp,D. Bentley,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,f1d2kd0gd4a3jlerhixmi7uy2,T. Chirewa,Forward,23,1.0,1.0,,2.0,,,,,,,8.0,4.0,4.0,1.0,,1.0,2.0,,,,,,,,,7.0,3.0,4.0,10.0,,,3.0,,3.0,,,,,2.0,,,,,,,,,,,3.0,2.0,1.0,3.0,3.0,,,,25.0,,,1.0,3.0,1.0,2.0,3.0,,3.0,3.0,,,10.0,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,31wf775s975qy3il33oora8k5,M. Doherty,Defender,2,23.0,7.0,16.0,8.0,34.0,2.0,5.0,40.0,,,66.0,31.0,35.0,50.0,87.0,8.0,8.0,,,11.0,9.0,2.0,,,,43.0,24.0,19.0,10.0,4.0,3.0,79.0,,218.0,,20.0,4.0,3.0,23.0,,24.0,1.0,,8.0,5.0,1.0,1.0,,9.0,179.0,88.0,98.0,175.0,6.0,7.0,,13.0,602.0,3.0,,25.0,14.0,5.0,55.0,224.0,1.0,184.0,13.0,6.0,40.0,325.0,,4.0,15.0,30.0,13.0,25.0,4.0,,,0.0,,,,1.0,1.0,1.0,,,2.0,2.0,1.0,,,3.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England_Premier_League,2025-2026,Wolverhampton Wanderers FC,apl8d6ei0nymbajtoj149vxuc,E. González,Forward,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
